gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,city,city_development_index,training_hours,target
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,1.0,1.0,0.0,0.5698324022346368,0.942115768463074,0.1044776119402985,1.0
0.3333333333333333,1.0,1.0,0.0,0.8333333333333333,0.2727272727272727,0.5,0.8333333333333333,0.6666666666666666,0.21787709497206706,0.6546906187624749,0.1373134328358209,0.0
1.0,1.0,0.0,0.0,0.8333333333333333,0.6818181818181819,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.24477611940298508,0.0
1.0,1.0,0.6666666666666666,0.0,0.16666666666666666,0.9090909090909092,1.0,0.8333333333333333,1.0,0.6368715083798883,0.6806387225548903,0.15223880597014924,1.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.9545454545454546,0.5,0.16666666666666666,0.5,0.8994413407821229,0.6367265469061877,0.020895522388059702,0.0
1.0,0.0,0.3333333333333333,0.0,0.8333333333333333,0.09090909090909091,1.0,1.0,0.0,0.9776536312849162,0.6307385229540919,0.06865671641791045,1.0
0.3333333333333333,0.0,1.0,0.2,1.0,0.6818181818181819,0.5,0.16666666666666666,0.0,0.888268156424581,0.942115768463074,0.06865671641791045,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.18181818181818182,0.875,0.8333333333333333,0.6666666666666666,0.25139664804469275,0.626746506986028,0.050746268656716415,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.7727272727272727,0.5,0.8333333333333333,0.0,0.5698324022346368,0.942115768463074,0.13432835820895522,1.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.36363636363636365,0.375,0.8333333333333333,0.6666666666666666,0.5698324022346368,0.942115768463074,0.364179104477612,0.0
1.0,1.0,0.0,0.2,1.0,0.5,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.09253731343283582,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.75,0.8333333333333333,0.0,0.5698324022346368,0.942115768463074,0.3194029850746269,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.25,0.8333333333333333,0.3333333333333333,0.335195530726257,0.9281437125748503,0.06567164179104477,0.0
0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.06865671641791045,0.0
1.0,1.0,0.0,0.2,1.0,0.6818181818181819,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.07462686567164178,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.3181818181818182,0.0,0.8333333333333333,0.6666666666666666,0.6312849162011173,0.9540918163672655,0.050746268656716415,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.0,0.5,0.8333333333333333,1.0,0.5698324022346368,0.942115768463074,0.31343283582089554,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.5,0.75,0.8333333333333333,0.16666666666666666,0.111731843575419,0.3512974051896208,0.01791044776119403,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.7727272727272727,0.375,0.8333333333333333,1.0,0.111731843575419,0.3512974051896208,0.06567164179104477,1.0
0.0,0.0,1.0,0.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.06703910614525141,0.7564870259481039,0.391044776119403,1.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.09090909090909091,0.125,0.8333333333333333,0.0,0.88268156424581,0.7884231536926146,0.2,0.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.09090909090909091,0.125,0.8333333333333333,0.16666666666666666,0.6312849162011173,0.9540918163672655,0.14626865671641792,0.0
1.0,0.0,1.0,0.4,0.8333333333333333,0.045454545454545456,1.0,1.0,0.0,0.5642458100558659,0.7105788423153693,0.14029850746268657,0.0
0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.9090909090909092,0.25,0.8333333333333333,0.0,0.21787709497206706,0.6546906187624749,0.191044776119403,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.25,0.8333333333333333,0.0,0.111731843575419,0.3512974051896208,0.035820895522388055,0.0
1.0,1.0,1.0,0.2,1.0,0.6363636363636364,1.0,1.0,1.0,0.3687150837988827,0.812375249500998,0.0626865671641791,0.0
1.0,0.0,0.3333333333333333,0.0,0.8333333333333333,0.2272727272727273,0.625,0.8333333333333333,0.0,0.111731843575419,0.3512974051896208,0.43880597014925377,1.0
0.3333333333333333,0.0,1.0,0.0,0.0,0.6818181818181819,1.0,1.0,0.16666666666666666,0.5698324022346368,0.942115768463074,0.21194029850746268,0.0
0.3333333333333333,0.0,1.0,0.2,1.0,0.09090909090909091,0.875,0.8333333333333333,0.0,0.5530726256983239,0.8762475049900199,0.020895522388059702,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.4090909090909091,0.5,0.16666666666666666,0.16666666666666666,0.111731843575419,0.3512974051896208,0.2,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.3333333333333333,0.5698324022346368,0.942115768463074,0.11641791044776119,0.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.8333333333333333,0.4545454545454546,0.75,0.8333333333333333,0.6666666666666666,0.5698324022346368,0.942115768463074,0.41791044776119407,0.0
0.0,1.0,0.0,0.0,0.8333333333333333,0.6818181818181819,1.0,1.0,0.0,0.5698324022346368,0.942115768463074,0.06865671641791045,0.0
0.0,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.6666666666666666,0.888268156424581,0.942115768463074,0.2417910447761194,0.0
0.3333333333333333,0.0,1.0,0.0,0.16666666666666666,0.13636363636363635,0.75,0.8333333333333333,0.3333333333333333,0.08379888268156425,0.9221556886227545,0.42985074626865677,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.045454545454545456,0.0,0.0,0.16666666666666666,0.5698324022346368,0.942115768463074,0.6119402985074627,0.0
0.3333333333333333,1.0,0.3333333333333333,0.2,1.0,0.0,0.375,0.5,0.0,0.6312849162011173,0.9540918163672655,0.45074626865671646,0.0
0.3333333333333333,0.0,1.0,0.6000000000000001,0.8333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.5,0.6312849162011173,0.9540918163672655,0.12238805970149252,1.0
1.0,1.0,1.0,0.0,0.8333333333333333,0.13636363636363635,1.0,1.0,0.5,0.5698324022346368,0.942115768463074,0.14626865671641792,0.0
0.3333333333333333,1.0,1.0,1.0,1.0,0.5909090909090909,1.0,1.0,1.0,0.3910614525139665,0.8702594810379242,0.31343283582089554,0.0
0.0,0.0,0.0,0.4,0.8333333333333333,0.3181818181818182,0.25,0.6666666666666666,0.16666666666666666,0.6312849162011173,0.9540918163672655,0.03880597014925373,0.0
0.3333333333333333,0.0,1.0,0.2,1.0,0.6363636363636364,0.0,0.8333333333333333,0.16666666666666666,0.5754189944134078,0.9500998003992017,0.1044776119402985,0.0
1.0,0.0,1.0,0.4,0.8333333333333333,0.7272727272727273,0.5,0.0,0.0,0.111731843575419,0.3512974051896208,0.3313432835820896,1.0
1.0,1.0,1.0,0.0,0.5,0.8636363636363636,0.5,0.8333333333333333,1.0,0.35195530726256985,0.4351297405189619,0.3194029850746269,0.0
0.3333333333333333,0.0,0.3333333333333333,0.4,0.8333333333333333,0.8636363636363636,0.75,0.8333333333333333,0.3333333333333333,0.111731843575419,0.3512974051896208,0.01791044776119403,1.0
0.0,1.0,0.0,0.4,0.8333333333333333,0.6818181818181819,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.07462686567164178,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.125,0.8333333333333333,1.0,0.111731843575419,0.3512974051896208,0.2567164179104478,1.0
0.6666666666666666,0.0,1.0,0.0,0.8333333333333333,0.4545454545454546,0.375,0.6666666666666666,0.5,0.5698324022346368,0.942115768463074,0.15223880597014924,1.0
0.3333333333333333,0.0,1.0,0.0,0.5,0.2727272727272727,1.0,1.0,0.6666666666666666,0.5586592178770949,0.2195608782435131,0.05671641791044776,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.09090909090909091,0.0,0.8333333333333333,0.0,0.4581005586592179,0.9481037924151697,0.059701492537313425,0.0
0.3333333333333333,1.0,1.0,0.0,0.8333333333333333,0.6363636363636364,1.0,1.0,0.0,0.5586592178770949,0.2195608782435131,0.27164179104477615,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.045454545454545456,0.125,0.8333333333333333,0.16666666666666666,0.35195530726256985,0.4351297405189619,0.30149253731343284,0.0
0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.6818181818181819,0.375,0.8333333333333333,0.6666666666666666,0.5810055865921787,0.69061876247505,0.07462686567164178,0.0
1.0,0.0,1.0,0.4,0.8333333333333333,0.5909090909090909,0.875,0.0,0.16666666666666666,0.5754189944134078,0.9500998003992017,0.01791044776119403,0.0
0.3333333333333333,1.0,0.0,0.2,1.0,0.6363636363636364,0.375,0.8333333333333333,0.0,0.6312849162011173,0.9540918163672655,0.1253731343283582,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.0,0.5754189944134078,0.9500998003992017,0.13134328358208955,0.0
0.3333333333333333,0.0,0.0,0.0,0.8333333333333333,0.5,0.5,0.0,0.16666666666666666,0.4022346368715084,0.6107784431137725,0.15223880597014924,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,1.0,1.0,0.16666666666666666,0.5698324022346368,0.942115768463074,0.05373134328358209,0.0
1.0,0.0,0.0,0.0,0.8333333333333333,0.5,0.0,0.16666666666666666,0.8333333333333333,0.111731843575419,0.3512974051896208,0.09253731343283582,1.0
0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.6666666666666666,0.8994413407821229,0.6367265469061877,0.07462686567164178,1.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.8333333333333333,0.7272727272727273,1.0,1.0,0.0,0.3687150837988827,0.812375249500998,0.2656716417910448,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.7272727272727273,0.125,0.8333333333333333,0.3333333333333333,0.4134078212290503,0.9800399201596804,0.07164179104477612,0.0
1.0,0.0,0.6666666666666666,0.4,0.8333333333333333,0.18181818181818182,0.875,1.0,0.0,0.223463687150838,0.7564870259481039,0.0417910447761194,0.0
0.3333333333333333,0.0,1.0,0.4,0.3333333333333333,0.9545454545454546,0.125,0.8333333333333333,0.6666666666666666,0.5530726256983239,0.8762475049900199,0.14029850746268657,0.0
1.0,1.0,0.0,0.2,1.0,0.5909090909090909,1.0,1.0,0.8333333333333333,0.0558659217877095,0.20359281437125765,0.2895522388059702,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.045454545454545456,0.5,0.8333333333333333,0.16666666666666666,0.5139664804469274,0.8323353293413173,0.4208955223880597,1.0
0.6666666666666666,1.0,1.0,0.4,0.3333333333333333,0.6363636363636364,0.375,0.8333333333333333,0.5,0.3687150837988827,0.812375249500998,0.035820895522388055,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.2727272727272727,1.0,1.0,0.6666666666666666,0.08379888268156425,0.9221556886227545,0.1373134328358209,0.0
0.0,0.0,1.0,0.4,0.3333333333333333,0.2272727272727273,0.625,0.6666666666666666,0.0,0.08379888268156425,0.9221556886227545,0.08059701492537313,0.0
1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.8333333333333333,1.0,0.49720670391061456,0.499001996007984,0.6776119402985075,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,1.0,1.0,0.5,0.35195530726256985,0.4351297405189619,0.0626865671641791,0.0
0.3333333333333333,1.0,0.0,0.0,0.8333333333333333,0.9090909090909092,1.0,1.0,1.0,0.111731843575419,0.3512974051896208,0.050746268656716415,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.5,0.0,0.8333333333333333,0.0,0.06703910614525141,0.7564870259481039,0.08358208955223881,0.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.6818181818181819,0.125,1.0,0.0,0.3687150837988827,0.812375249500998,0.13432835820895522,0.0
1.0,1.0,0.0,0.0,0.8333333333333333,0.9090909090909092,1.0,1.0,1.0,0.0558659217877095,0.20359281437125765,0.03283582089552239,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.125,0.8333333333333333,0.16666666666666666,0.5698324022346368,0.942115768463074,0.04776119402985075,0.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.6818181818181819,0.5,0.8333333333333333,0.16666666666666666,0.19553072625698326,0.8882235528942116,0.191044776119403,0.0
0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.5909090909090909,0.125,0.8333333333333333,0.0,0.5698324022346368,0.942115768463074,0.10149253731343283,0.0
0.3333333333333333,1.0,0.0,0.0,0.8333333333333333,0.8636363636363636,0.375,0.8333333333333333,0.3333333333333333,0.3687150837988827,0.812375249500998,0.03880597014925373,0.0
0.0,0.0,1.0,0.4,0.8333333333333333,0.5,0.875,0.0,0.0,0.5698324022346368,0.942115768463074,0.008955223880597015,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.2727272727272727,0.5,0.8333333333333333,0.6666666666666666,0.5698324022346368,0.942115768463074,0.03283582089552239,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.5,0.8333333333333333,0.16666666666666666,0.888268156424581,0.942115768463074,0.3194029850746269,0.0
0.3333333333333333,1.0,1.0,0.0,0.8333333333333333,0.9545454545454546,1.0,1.0,0.0,0.5698324022346368,0.942115768463074,0.4029850746268657,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.0,1.0,0.0,0.5698324022346368,0.942115768463074,0.07761194029850746,0.0
1.0,0.0,0.3333333333333333,0.4,0.8333333333333333,0.6363636363636364,0.5,0.16666666666666666,0.0,0.10614525139664806,0.6946107784431136,0.21791044776119403,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.2727272727272727,0.0,0.0,0.0,0.3910614525139665,0.8702594810379242,0.2537313432835821,0.0
0.0,1.0,0.3333333333333333,0.0,0.8333333333333333,0.9090909090909092,0.0,0.8333333333333333,0.16666666666666666,0.3128491620111732,0.8343313373253493,0.24477611940298508,0.0
1.0,1.0,0.0,0.2,1.0,0.6363636363636364,1.0,1.0,0.3333333333333333,0.5698324022346368,0.942115768463074,0.2208955223880597,0.0
0.3333333333333333,1.0,0.0,0.4,0.8333333333333333,0.09090909090909091,1.0,0.6666666666666666,0.16666666666666666,0.8435754189944134,0.499001996007984,0.12238805970149252,0.0
0.0,0.0,1.0,0.0,0.8333333333333333,0.7272727272727273,0.125,1.0,0.0,0.5698324022346368,0.942115768463074,0.9880597014925373,0.0
0.3333333333333333,1.0,0.0,0.0,0.8333333333333333,0.6363636363636364,1.0,1.0,0.8333333333333333,0.335195530726257,0.9281437125748503,0.41492537313432837,0.0
0.3333333333333333,1.0,1.0,0.2,1.0,0.5909090909090909,1.0,1.0,1.0,0.08379888268156425,0.9221556886227545,0.5402985074626866,0.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.5909090909090909,0.125,0.8333333333333333,0.0,0.5698324022346368,0.942115768463074,0.035820895522388055,1.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.0,0.8333333333333333,0.16666666666666666,0.1005586592178771,0.4670658682634733,0.5104477611940298,1.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.045454545454545456,0.125,0.3333333333333333,0.0,0.5698324022346368,0.942115768463074,0.14029850746268657,0.0
0.3333333333333333,0.0,0.0,0.0,0.8333333333333333,0.8636363636363636,0.5,0.8333333333333333,0.0,0.3575418994413408,0.7065868263473055,0.0955223880597015,0.0
1.0,1.0,0.0,0.2,1.0,0.5,0.125,0.8333333333333333,0.0,0.888268156424581,0.942115768463074,0.4208955223880597,0.0
1.0,1.0,0.0,0.0,0.8333333333333333,0.5,0.125,0.8333333333333333,0.0,0.40782122905027934,0.26147704590818377,0.09850746268656717,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.7272727272727273,0.5,0.8333333333333333,0.16666666666666666,0.3575418994413408,0.7065868263473055,0.03880597014925373,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.7272727272727273,0.0,0.8333333333333333,0.16666666666666666,0.0558659217877095,0.20359281437125765,0.07761194029850746,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.8181818181818182,0.125,0.8333333333333333,0.0,0.0558659217877095,0.20359281437125765,0.06865671641791045,1.0
1.0,1.0,1.0,0.4,0.8333333333333333,0.9545454545454546,1.0,1.0,0.0,0.9608938547486033,0.8582834331337325,0.4447761194029851,0.0
0.0,0.0,1.0,0.0,0.8333333333333333,0.09090909090909091,0.625,0.3333333333333333,0.6666666666666666,0.5698324022346368,0.942115768463074,0.05671641791044776,0.0
1.0,0.0,1.0,0.0,0.8333333333333333,0.6818181818181819,0.625,1.0,0.0,0.5698324022346368,0.942115768463074,0.41492537313432837,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.13636363636363635,0.75,0.8333333333333333,0.0,0.08379888268156425,0.9221556886227545,0.15223880597014924,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.5,0.8333333333333333,0.16666666666666666,0.4134078212290503,0.9800399201596804,0.4746268656716418,0.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.8636363636363636,0.75,0.8333333333333333,0.16666666666666666,0.7541899441340781,0.8962075848303394,0.005970149253731344,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.5,0.875,0.8333333333333333,0.16666666666666666,0.111731843575419,0.3512974051896208,0.0029850746268656717,1.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.25,0.8333333333333333,0.6666666666666666,0.08379888268156425,0.9221556886227545,0.08059701492537313,0.0
0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.9545454545454546,1.0,1.0,0.5,0.4022346368715084,0.6107784431137725,0.13432835820895522,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.8181818181818182,0.5,0.8333333333333333,0.0,0.3687150837988827,0.812375249500998,0.6238805970149254,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.045454545454545456,0.875,0.8333333333333333,0.0,0.6312849162011173,0.9540918163672655,0.1044776119402985,0.0
0.3333333333333333,1.0,0.0,0.0,0.8333333333333333,0.6363636363636364,1.0,1.0,0.0,0.541899441340782,0.9999999999999999,0.4746268656716418,1.0
0.3333333333333333,0.0,0.0,0.0,0.8333333333333333,0.5,0.0,0.3333333333333333,0.16666666666666666,0.111731843575419,0.3512974051896208,0.2985074626865672,0.0
0.3333333333333333,0.0,1.0,0.4,0.8333333333333333,0.7272727272727273,0.5,1.0,0.0,0.6312849162011173,0.9540918163672655,0.13432835820895522,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.9545454545454546,0.25,0.8333333333333333,0.6666666666666666,0.5363128491620112,0.9520958083832335,0.05373134328358209,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.5909090909090909,0.125,0.8333333333333333,0.16666666666666666,0.111731843575419,0.3512974051896208,0.07462686567164178,1.0
1.0,0.0,0.0,0.0,0.8333333333333333,0.7727272727272727,0.875,0.3333333333333333,0.0,0.49720670391061456,0.499001996007984,0.2656716417910448,0.0
0.3333333333333333,0.0,1.0,0.0,0.8333333333333333,0.8636363636363636,0.875,0.8333333333333333,0.5,0.2737430167597765,0.8942115768463071,0.17313432835820897,0.0
